70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0
70,70,30,30,28,27,3,2,0.9032258064516129,0.9333333333333333,0.9180327868852459,0.9166666666666666
70,70,30,30,20,17,13,10,0.6060606060606061,0.6666666666666666,0.6349206349206349,0.6166666666666667
70,70,30,30,28,30,0,2,1.0,0.9333333333333333,0.9655172413793104,0.9666666666666667
70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0
70,70,30,30,29,29,1,1,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
70,70,30,30,30,28,2,0,0.9375,1.0,0.967741935483871,0.9666666666666667
70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0
70,70,30,30,30,24,6,0,0.8333333333333334,1.0,0.9090909090909091,0.9
70,70,30,30,28,28,2,2,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
70,70,30,30,27,26,4,3,0.8709677419354839,0.9,0.8852459016393444,0.8833333333333333
70,70,30,30,29,28,2,1,0.9354838709677419,0.9666666666666667,0.9508196721311476,0.95
70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0
70,70,30,30,28,20,10,2,0.7368421052631579,0.9333333333333333,0.8235294117647058,0.8
70,70,30,30,29,30,0,1,1.0,0.9666666666666667,0.983050847457627,0.9833333333333333
70,70,30,30,24,17,13,6,0.6486486486486487,0.8,0.7164179104477612,0.6833333333333333
70,70,30,30,28,28,2,2,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
69,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0
70,70,30,30,30,28,2,0,0.9375,1.0,0.967741935483871,0.9666666666666667
70,70,30,30,20,16,14,10,0.5882352941176471,0.6666666666666666,0.625,0.6
70,70,30,30,24,24,6,6,0.8,0.8,0.8000000000000002,0.8
70,70,30,30,29,28,2,1,0.9354838709677419,0.9666666666666667,0.9508196721311476,0.95
70,70,30,30,30,28,2,0,0.9375,1.0,0.967741935483871,0.9666666666666667
70,70,30,30,25,26,4,5,0.8620689655172413,0.8333333333333334,0.847457627118644,0.85
70,70,30,30,27,27,3,3,0.9,0.9,0.9,0.9
